topology,fault_type_macro_f1_mean,fault_type_macro_f1_std,line_accuracy_mean,line_accuracy_std,position_mae_expected_pct_mean,position_mae_expected_pct_std,security_macro_f1_mean,security_macro_f1_std,instability_auroc_mean,instability_auroc_std
real,0.9452590641168717,0.0030279973883025548,0.6671875,0.006484322707285819,12.373481941223144,0.26490634636579496,0.6792540228699122,0.0032475643190559757,0.9857986755371094,0.0008843543118177412
shuffled,0.9493569180887838,0.0022749092988308293,0.6734375,0.013355084796831307,11.570951652526855,0.38795250045552593,0.6956162529618876,0.009792250975408588,0.9889210510253905,0.002221115554198641
